0,Bot0,1,1,194.3943271712012,434.0155736456386
0,Bot1,3,4,276.983012276204,686.588188568396
0,Bot2,3,7,495.8484059107344,797.7781325256988
0,Bot3,4,11,383.16354083515597,381.4923297531194
0,Bot4,3,14,735.0443142822045,353.93998673241174
1,Bot0,2,15,191.4707049004359,429.95941378465125
1,Bot1,4,16,281.78466660809056,687.9825040553197
1,Bot2,4,17,499.1867258548831,794.0558187357962
1,Bot3,4,17,384.5812083781277,386.28714140089085
1,Bot4,3,17,731.10513200132,357.01940923638324
2,Bot0,2,17,187.53990521756023,426.86929827659907
2,Bot1,4,17,283.38967554150037,683.2471111124189
2,Bot2,5,18,497.4235987263211,789.3769959427714
2,Bot3,5,19,385.7759376303802,391.1423058691465
2,Bot4,4,20,726.9354241332951,359.778672959794
3,Bot0,2,20,183.73553824900497,423.62479647068716
3,Bot1,5,21,284.58620600235446,678.3923902289645
3,Bot2,5,21,492.6003360714136,790.6946215958972
3,Bot3,5,21,390.67061894762304,390.121475421602
3,Bot4,5,22,721.9483026848252,359.42003713027896
4,Bot0,3,23,179.59967047644102,420.8150637844932
4,Bot1,5,23,287.63057941237855,682.3587223557963
4,Bot2,6,24,487.7656992278493,791.9698810168977
4,Bot3,6,25,395.66763962585037,389.94889401655394
4,Bot4,5,25,717.3564998737795,357.44131356583836
5,Bot0,3,25,176.9318923224304,416.5862389216047
5,Bot1,5,25,290.8825241771188,686.1567291023778
5,Bot2,6,25,491.6728609492513,795.0898309015612
5,Bot3,6,25,395.7778006657761,384.9501077093307
5,Bot4,6,26,712.6823698707533,355.6657830212376
6,Bot0,3,26,174.18326913893867,412.40950926849433
6,Bot1,6,27,294.18200737680473,689.9135110517316
6,Bot2,6,27,495.18741077955474,798.6462250712665
6,Bot3,6,27,396.5022513080701,380.0028689575744
6,Bot4,6,27,708.8392958834075,358.8643424356907
7,Bot0,4,28,172.08887063933662,407.86930058112495
7,Bot1,7,29,297.04546701135934,694.012364418379
7,Bot2,6,29,498.5892317578075,802.3105959629639
7,Bot3,6,29,396.8492970120806,375.01492757065654
7,Bot4,6,29,704.9102840288044,361.956730808193
8,Bot0,4,29,170.72650990235783,403.0584822284599
8,Bot1,8,30,299.5034035525403,698.3665058905325
8,Bot2,6,30,502.5391566261067,805.3762269803552
8,Bot3,7,31,397.1428551542631,370.02355264813684
8,Bot4,7,32,701.1489941475837,365.2510742070248
9,Bot0,5,33,168.7007971487335,398.4872145880998
9,Bot1,9,34,304.3920518537386,697.3171642935343
9,Bot2,8,36,506.15705371872656,808.827432657682
9,Bot3,7,36,395.61016948238836,365.26425914686695
9,Bot4,7,36,700.575265245524,370.2180486529971
10,Bot0,5,36,163.73255932445437,399.0498982660239
10,Bot1,9,36,303.4249130958051,702.222736902609
10,Bot2,8,36,508.91614427267905,812.9972551137454
10,Bot3,8,37,394.5429631488189,360.3794796593579
10,Bot4,7,37,699.6129813244881,375.12457590303006
11,Bot0,6,38,158.73371566272573,399.1574252189025
11,Bot1,9,38,303.2850845011418,707.2207813165887
11,Bot2,8,38,512.3347853675199,816.6459388578736
11,Bot3,8,38,398.73252259199796,357.6504520537685
11,Bot4,8,39,699.0901329821718,380.09716372135335
12,Bot0,7,40,153.78853548511654,398.4190533539313
12,Bot1,10,41,302.7928628615522,712.1964941155271
12,Bot2,9,42,515.4812649165541,820.5317677845646
12,Bot3,8,42,403.227010896493,355.45965884564566
12,Bot4,8,42,694.6463084755198,377.8053470284043
13,Bot0,7,42,148.94105989403124,397.19350025682274
13,Bot1,10,42,306.70265277317793,715.3131498307048
13,Bot2,9,42,514.5558080827185,825.4453743671786
13,Bot3,9,43,407.81980465949215,353.48323645896903
13,Bot4,8,43,689.8987195408927,376.23678102475463
14,Bot0,7,43,144.05447602090786,396.13458663856557
14,Bot1,10,43,310.23761107246486,718.8492592495863
14,Bot2,11,45,514.3349557769684,830.4404944116865
14,Bot3,9,45,412.18605911499475,351.0468822093157
14,Bot4,9,46,685.3436118931206,374.1749870687036
15,Bot0,8,47,139.23301723938715,394.81037547032355
15,Bot1,10,47,314.2057475133736,721.8912804832946
15,Bot2,11,47,513.2652810862234,835.3247339692819
15,Bot3,9,47,416.8128564704327,349.15142811287535
15,Bot4,9,47,680.3447301020627,374.06924758208766
16,Bot0,9,48,134.66981103301202,396.8541829754716
16,Bot1,10,48,317.9774235813624,725.1737276859409
16,Bot2,11,48,511.9587747090715,840.1510204388629
16,Bot3,10,49,421.45709784204723,347.29912627943037
16,Bot4,9,49,675.3450252905346,374.12357803011514
17,Bot0,9,49,131.11293244655394,393.3401233969789
17,Bot1,11,50,321.61903397951676,728.5999024783375
17,Bot2,12,51,511.370574588778,845.1163019634581
17,Bot3,10,51,424.587801857202,343.40057624518766
17,Bot4,10,52,670.3456647635016,374.04361353333724
18,Bot0,11,54,127.72078402469403,389.66679669165126
18,Bot1,11,54,326.02774172343123,730.9585665130717
18,Bot2,13,55,512.9125402713643,849.8725969326255
18,Bot3,10,55,427.6635227142359,339.4585030330813
18,Bot4,10,55,668.6532572441705,369.33874830800806
19,Bot0,11,55,123.73096607896888,392.6803249825371
19,Bot1,12,56,330.3867656501562,733.4078338333615
19,Bot2,13,56,510.73884886102707,854.3753811438248
19,Bot3,11,57,430.3183059647847,335.22150812010284
19,Bot4,10,57,666.1922096551649,364.9863645054638
20,Bot0,12,58,119.54403542107227,395.41338401336054
20,Bot1,12,58,335.21514597916854,732.1090869764234
20,Bot2,13,58,508.0566476957448,858.5950727094441
20,Bot3,11,58,431.3843634324397,330.3364777746846
20,Bot4,10,58,664.293839096377,360.36076300711494
21,Bot0,13,59,115.44761683204389,392.5464423077337
21,Bot1,12,59,339.96879388587064,730.5589800191116
21,Bot2,14,60,505.4533193031274,862.8638759703349
21,Bot3,11,60,432.2579004548453,325.4133757982386
21,Bot4,10,60,662.4537771677517,355.71165856659917
22,Bot0,13,60,111.02907257150494,394.88662747512075
22,Bot1,12,60,344.7804328828336,729.1995205077965
22,Bot2,14,60,506.89290846625653,867.6521515515229
22,Bot3,12,61,432.58460771027046,320.4240609786213
22,Bot4,11,62,660.3245352219853,351.18768589466697
23,Bot0,14,63,106.48719444472147,396.97740318797133
23,Bot1,12,63,349.62837024474595,727.9757953201115
23,Bot2,16,65,507.69175236151733,872.5879238751826
23,Bot3,12,65,437.50390654991156,321.3187670344328
23,Bot4,11,65,663.608906392057,347.4176850966296
24,Bot0,14,65,103.10310075293359,400.65815173754675
24,Bot1,13,66,354.387718293684,726.4432790399142
24,Bot2,16,66,502.7667151642727,871.7253645405531
24,Bot3,13,67,442.49808776306844,321.5599184602031
24,Bot4,11,67,666.8970378604557,343.65096351858244
25,Bot0,15,68,100.03589236098098,404.60685186294694
25,Bot1,13,68,359.25270564117136,727.5973579405045
25,Bot2,16,68,498.03314431581185,870.1149897324411
25,Bot3,13,68,443.60463061084454,316.6838992922716
25,Bot4,11,68,669.9707221849261,339.7073021901333
26,Bot0,16,69,99.47811088026799,409.57564244212955
26,Bot1,13,69,364.22707986624107,728.1029279840809
26,Bot2,17,70,493.2012272660761,868.8294635271567
26,Bot3,13,70,445.5635553618182,312.0836151901728
26,Bot4,11,70,672.9820382445547,335.71581429850403
